Drug Name,Drug Class,
Amitriptyline,Amitriptyline Hydrochloride,
Amitriptyline HCl for Cmpding,Amitriptyline Hydrochloride Bulk powder,
Amitriptyline HCl USP,Amitriptyline Hydrochloride Bulk powder,
Amlactin,Ammonium Lactate,
Amlactin AP,Ammonium Lactate,
Amlactin Foot Cream Therapy,"Ammonium Lactate, Distilled Water, Emulsifying Wax, Glycerin, Methylparaben, Mineral Oil, Potassium Lactate, Propylene Glycol, Propylparaben, Sodium Lactate, Stearic Acid, White Petrolatum Base, Xanth",
Amlactin Ultra Topical Cream,"Ammonium Lactate, Potassium Lactate, Sodium Lactate Topical cream",
Amlactin XL Lot,Ammonium Lactate Topical lotion,
Amlo/Val/HCT,Amlodipine Besylate,
Amlod/Olmes Medox,Amlodipine Besylate,
Amlod/Val/HCT,Amlodipine Besylate,
Amlod/Vals/HCT,Amlodipine Besylate,
Amlod/Vals/HCTZ,Amlodipine Besylate,
Amlod/Valsartan,Amlodipine Besylate,
Amlodip/Benazepril,Amlodipine Besylate,
Amlodipine,Amlodipine Besylate,
Amlodipine Besylate EP,Amlodipine Besylate Bulk powder,
Amlodipine Besylate for Cmpd,Amlodipine Besylate Bulk powder,
Amlodipine Besylate USP,Amlodipine Besylate Bulk powder,
Amlodipine/Ator,Amlodipine Besylate,
Amlodipine/Atorv,Amlodipine Besylate,
Amlodipine/Atorv10mg-40mg Tab,Amlodipine Besylate,
Ammonia Aromomatic Spirit USP,Ammonia Bulk liquid,
Ammonia Inhalant,Ammonia,
Ammonia Solution NF,Ammonia Bulk liquid,
Ammonium Bromide for Cmpd,Ammonium bromide Bulk powder,
Ammonium Carbonate NF,Ammonium Carbonate Bulk powder,
Ammonium Chloride Granular USP,Ammonium Chloride Bulk powder,
Ammonium Cl,Ammonium Chloride,
Ammonium Lactate,Ammonium Lactate,
Ammonium Lactate,Ammonium Lactate Bulk liquid,
Ammonium Molybdate,Ammonium Molybdate,
Ammonium Molybdate for Cmpd,Ammonium Molybdate Bulk powder,
Ammonium Molybdate USP,Ammonium Molybdate Bulk powder,
Ammonium Phosphate NF,Ammonium Phosphate Bulk powder,
Ammonium Sulfate FCC for Cmpd,Ammonium Sulfate Bulk powder,
Ammonul,Sodium Phenylacetate,
Amnesteem,Isotretinoin,
Amo Endosol Balanced Salt Oph,Calcium Chloride,
Amo Endosol Extra Ophth Sol,"Sodium Phosphate, Dibasic",
Amoclan,Amoxicillin Trihydrate,
AmoEndosol Balance Salt Ophth,Calcium Chloride,
Amox/Clav,Amoxicillin Trihydrate,
Amoxapine,Amoxapine,
Amoxicillin,Amoxicillin Trihydrate,
Amoxicillin Trihydrate USP,Amoxicillin Trihydrate Bulk powder,
Amoxil,Amoxicillin Trihydrate,
AMP No Code Monitoring System,Glucose Meter,
AMP No Code Test Strip,Glucose Meter Test Strips,
Amphadase,Hyaluronidase (Bovine),
Amphetamine Salts,Amphetamine Aspartate,
Amphetamine Salts,Dextroamphetamine Saccharate,
Amphetamine Sulfate,Amphetamine Sulfate,
Amphocin,Amphotericin B,
Amphotec,Amphotericin B Cholesteryl Sulfate Complex,
Amphotericin B,Amphotericin B,
Amphotericin B USP,Amphotericin B Bulk powder,
Amphotericin B USP Nonsterile,Amphotericin B Bulk powder,
Ampicillin,Ampicillin Sodium,
Ampicillin,Ampicillin trihydrate,
Ampicillin/Sulbac,Ampicillin Sodium,
Ampicillin/Sulbactam,Ampicillin Sodium,
Ampyra,Dalfampridine,
Amrix,Cyclobenzaprine Hydrochloride,
Amturnide,Aliskiren,
Amvisc Solution for Injection,Hyaluronate Sodium,
Amyl Nitrite Soln for Inh,Amyl Nitrite,
Amytal,Amobarbital Sodium,
Amyvid,Florbetapir F,
Ana-Lex HC Rectal Cr Kit,Lidocaine Hydrochloride,
Ana-Lex Rectal Cr Kit,Lidocaine Hydrochloride,
Ana-Lex Topical Cream Kit,Hydrocortisone Acetate,
Anabar,Acetaminophen,
Anabar Capsule,Acetaminophen,
Anacin,Aspirin,
Anacin Aspirin Free,Acetaminophen,
ANADROL-50 Tablet,Oxymetholone,
Anafranil,Clomipramine Hydrochloride,
Anagrelide,Anagrelide Hydrochloride,
Analgesic,Acetaminophen,
Analgesic Balm Ointment,Methyl Salicylate,
Analgesic Creme Rub with Aloe,Trolamine Salicylate,
Analgesic Creme with Aloe,Trolamine Salicylate,
Analgesic Paste,Benzocaine,
Analgesic Tablet,Aspirin,
Analpram Advanced Kit,Hydrocortisone Acetate,
Analpram E,Hydrocortisone Acetate,
Analpram HC,Hydrocortisone Acetate,
AnaMantle HC Forte Rect Cr Kit,Lidocaine Hydrochloride,
AnaMantle HC Rectal Cream,Lidocaine Hydrochloride,
AnaMantle HC Rectal Cream Kit,Lidocaine Hydrochloride,
AnaMantle HC Rectal Gel Kit,Lidocaine Hydrochloride,
Anamine,Chlorpheniramine Maleate,
Anamu,Guinea Henweed Root,
Anaplex DM Syrup,Brompheniramine Maleate,
Anaplex DMX Syrup,Brompheniramine Tannate,
Anaplex HD Soln,Brompheniramine Maleate,
Anaprox,Naproxen Sodium,
Anaprox DS,Naproxen Sodium,
Anascorp Powder for Injection,Scorpion Antivenin Immune Globulin (Centruroides)(Equine) Lyophilisate for solution for injection,
Anaspaz,Hyoscyamine Sulfate,
ANASTIA,Lidocaine Hydrochloride,
Anastrozole,Anastrozole,
Anastrozole USP,Anastrozole Bulk powder,
Anatrast,Barium Sulfate,
Anavip Powder for Injection,"Crotalidae Antivenin, Polyvalent (Equine) Powder for solution for injection",
Anbesol,Benzocaine,
Anbesol Baby Anesthetic Gel,Benzocaine,
Anbesol Cold Sore Ointment,Benzocaine,
Anbesol Jr,Benzocaine,
Ancef,Cefazolin Sodium,
Ancobon,Flucytosine,
Andehist DM Drops,Carbinoxamine Maleate,
Andehist DM NR Drops,Carbinoxamine Maleate,
Andehist DM NR Syrup,Brompheniramine Maleate,
Andehist DM Syrup,Brompheniramine Maleate,
Andehist Drops,Carbinoxamine Maleate,
Andehist NR,Brompheniramine Maleate,
Andehist NR Drops,Carbinoxamine Maleate,
ANDEXXA,"Coagulation Factor Xa (Recombinant), Inactivated",
Andro LA-200 in Oil for Inj,Testosterone Enanthate,
Androderm,Testosterone,
Androgel,Testosterone,
Android,Methyltestosterone,
Androvite for Men Tablet,Amino Acid Iron Complex,
ANDROXY,Fluoxymesterone,
AneCream,Lidocaine,
AneCream Cr w/ Tegaderm,Lidocaine,
Anectine,Succinylcholine Chloride,
Anefrin,Oxymetazoline Hydrochloride,
Anefrin Ex Moist Nasal Spray,Oxymetazoline Hydrochloride,
Anefrin No Drip Nasal Spray,Oxymetazoline Hydrochloride,
Anefrin Sev Cong Nasal Spray,Oxymetazoline Hydrochloride,
Anefrin Sinus Nasal Spray,Oxymetazoline Hydrochloride,
Anemagen Caplet,Ferrous Asparto Glycinate,
Anemagen FA Capsule,Folic Acid,
Anemagen Forte Caplet,Ferrous Asparto Glycinate,
Anemagen OB Capsule,Calcium,
Anergan-50 Soln for Inj,Promethazine Hydrochloride,
Anestacon,Lidocaine Hydrochloride,
Anestacon Jelly,Lidocaine Hydrochloride,
Anexsia,Hydrocodone Bitartrate,
Anextus SR Tablet,Dextromethorphan Hydrobromide,
Angeliq,Drospirenone,
Angiomax,Bivalirudin,
Anhydrous Base,Compounding Base,
Anhydrous Cream for Cmp,Compounding Base,
Animal Shapes + Iron Chw Tab,Vitamin C (Ascorbic Acid),
Animal Shapes Multivit Chw Tab,Vitamin C (Ascorbic Acid),
Animi-3 Capsule,Docosahexaenoic Acid (DHA),
Animi-3 Capsule,Folic Acid,
Animi-3 with Vitamin D Capsule,Folic Acid,
Anisindione for Compounding,Anisindione Bulk powder,
Ankle Heatwrap,"Heat Wrap Pad, Heat Wrap Reusable",
Annovera Vaginal System,Segesterone Acetate,
ANODYNE ILE Convenience Pack,Esomeprazole Magnesium,
ANODYNE LPT,Lidocaine,
AnodyneRx Top Medicated Patch,Menthol,
Anodynz Med BioFrequency Chip,Menthol,
Anolor-300 Capsule,Butalbital,
ANORO ELLIPTA,Umeclidinium,
Ansaid,Flurbiprofen,
Antabuse,Disulfiram,
Antacid,Aluminum Hydroxide,
Antacid,Calcium,
Antacid,Calcium Carbonate,
Antacid & Anti-Gas Chewable,Calcium Carbonate,
Antacid & Gas Relief Liquid,Aluminum Hydroxide,
Antacid & Gas Relief MS Liquid,Aluminum Hydroxide,
Antacid & Pain Effervescent,Aspirin,
Antacid + Anti-Gas Liquid,Aluminum Hydroxide,
Antacid + Anti-Gas MS Liquid,Aluminum Hydroxide,
Antacid Adv Regular Liquid,Aluminum Hydroxide,
Antacid and Pain Effervescent,Aspirin,
Antacid Anti-Gas MS Suspension,Aluminum Hydroxide,
Antacid Calcium,Calcium,
Antacid Calcium,Calcium Carbonate,
Antacid Calcium MS Chew Tablet,Calcium Carbonate,
Antacid Calcium US Chew Tablet,Calcium Carbonate,
Antacid Double Strength Susp,Aluminum Hydroxide,
Antacid ES SF,Calcium Carbonate,
Antacid ES Susp,Aluminum Hydroxide,
Antacid Fast Acting Susp,Aluminum Hydroxide,
Antacid Flavor,Calcium Carbonate,
Antacid Liq,Aluminum Hydroxide,
Antacid Liquid,Aluminum Hydroxide,
Antacid Liquid RS Suspension,Aluminum Hydroxide,
Antacid M Liq,Aluminum Hydroxide,
Antacid M Susp,Aluminum Hydroxide,
Antacid Maximum Str Liquid,Aluminum Hydroxide,
Antacid MS Liquid,Aluminum Hydroxide,
Antacid MS Susp,Aluminum Hydroxide,
Antacid MS Suspension,Aluminum Hydroxide,
Antacid Plus Chewable Tablet,Aluminum Hydroxide,
Antacid Regular Strength Liq,Aluminum Hydroxide,
Antacid RS Suspension,Aluminum Hydroxide,
Antacid Smooth ES Chew Tab,Calcium Carbonate,
Antacid Supreme Liquid,Calcium Carbonate,
Antacid Supreme Susp,Calcium Carbonate,
Antacid Susp,Aluminum Hydroxide,
Antacid Suspension,Aluminum Hydroxide,
Antacid Ultra Str Chew Tablet,Calcium Carbonate,
Antacid Ultra Strength Chw Tab,Calcium Carbonate,
Antacid/Anti-Gas Liq MS Susp,Aluminum Hydroxide,
Antacid/Anti-Gas MS Suspension,Aluminum Hydroxide,
Antacid/Antigas ES Susp,Aluminum Hydroxide,
Antacid/Antigas Liquid,Aluminum Hydroxide,
Antacid/Antigas MS Susp,Aluminum Hydroxide,
Antacid/Antigas Susp,Aluminum Hydroxide,
Antacid/Antigas Suspension,Aluminum Hydroxide,
Antacid/Calcium ES Chew Tab,Calcium Carbonate,
Antacid/Calcium MS Chew Tab,Calcium Carbonate,
Antagon,Ganirelix Acetate,
Antara,"Fenofibrate, Micronized",
Anthralin BP for Compounding,Anthralin Bulk powder,
Anthralin USP,Anthralin Bulk powder,
Anthralin USP/NF,Anthralin Bulk powder,
Anti-Dandruff,Coal Tar,
Anti-Dandruff,Selenium Sulfide,
Anti-Diarrheal,Bismuth Subsalicylate,
Anti-Diarrheal,Loperamide Hydrochloride,
Anti-Diarrheal Liq,Loperamide Hydrochloride,
Anti-Diarrheal Soln,Loperamide Hydrochloride,
Anti-Diarrheal+Anti-Gas Caplet,Loperamide Hydrochloride,
Anti-Diarrheal/Anti-gas Caplet,Loperamide Hydrochloride,
Anti-Fungal,Clotrimazole,
Anti-Fungal,Miconazole Nitrate,
Anti-Fungal,Tolnaftate,
Anti-Fungal,Undecylenic Acid,
Anti-Fungal Pen MS,Undecylenic Acid,
Anti-Gas,Simethicone,
Anti-Itch,Diphenhydramine Hydrochloride,
Anti-Itch,Hydrocortisone,
Anti-Itch ES,Diphenhydramine Hydrochloride,
Anti-Itch ES Spray,Diphenhydramine Hydrochloride,
Anti-Itch Lotion,Camphor,
Anti-Itch Maximum,Hydrocortisone,
Anti-Itch Maximum Plus Cream,Hydrocortisone,
Anti-Itch Medicated Cream,Pramoxine Hydrochloride,
Anti-Itch MS,Diphenhydramine Hydrochloride,
Anti-Itch Plus Topical Cream,Hydrocortisone,
Anti-Itch Sensative,Pramoxine Hydrochloride,
Anti-Itch Sensitive,Pramoxine Hydrochloride,
Anti-Itch Top Cream,Benzethonium Chloride,
Anti-Itch Topical Lotion,Camphor,
Anti-Itch/Skin Protect Cream,Diphenhydramine Hydrochloride,
Anti-Nausea Liq,Dextrose,
Anti-Nausea Liquid,Dextrose,
Anti-Nausea Soln,Dextrose,
Anti-Static Chamber w/Mask,"Inhalation Chamber, Valved with Mask",
Antibacterial/Urinary Tablet,Methenamine,
Antiben,Antipyrine,
Antibiotic,Bacitracin Zinc,
Antibiotic & Pain MS Cream,Neomycin,
Antibiotic & Pain MS Ointment,Neomycin,
Antibiotic + Pain MS Cream,Neomycin,
Antibiotic + Pain Relief Cream,Neomycin,
Antibiotic + Pain Relief Oint,Neomycin,
Antibiotic Ointment,Bacitracin Zinc,
Antibiotic Otic Solution,Neomycin,
Antibiotic Otic Suspension,Neomycin,
Antibiotic Plus Pain Relief Cr,Neomycin,
Antibiotic Plus Pain Top Oint,Neomycin,
Anticavity Fluor,Sodium Fluoride,
Antifungal,Clotrimazole,
Antifungal,Miconazole Nitrate,
Antifungal,Tolnaftate,
Antifungal Liq,Undecylenic Acid,
Antifungal Pen MS,Undecylenic Acid,
Antihis/Decong,Fexofenadine Hydrochloride,
Antihistabs Cold/Allergy Tab,Pseudoephedrine Hydrochloride,
Antihistamine Ophth Soln,Ketotifen,
Antilirium,Physostigmine Salicylate,
Antimony Potassium Tart Cmpd,Antimony potassium tartrate Bulk powder,
Antioxidant ACE Sel Softgel,Vitamin A (Beta-Carotene),
Antioxidant Formula Capsule,Vitamin A (Beta-Carotene),
Antioxidant Formula Tablet,Calcium,
Antioxidant Formula Tablet,Vitamin A (Beta-Carotene),
Antioxidant Super Capsule,Vitamin A (Beta-Carotene),
Antioxidant Ultra Formula Cap,Biotin,
Antioxidant w/Co Q-10 Tablet,Alpha Lipoic Acid,
Antipyrin/Benz,Antipyrine,
Antipyrine Crystals USP,Antipyrine Bulk powder,
Antipyrine USP,Antipyrine Bulk powder,
Antisept Wnd Wash,Benzethonium Chloride,
Antiseptic,Chlorhexidine Gluconate,
Antiseptic Mouth Rinse Soln,Eucalyptol,
Antiseptic Skin Cleanser,Chlorhexidine Gluconate,
Antispasmodic Elixir,Phenobarbital,
Antituss AC Soln,Codeine Phosphate,
Antivenin,Black Widow Antivenin (Latrodectus Mactans) (Equine),
Antivenin,Coral Snake Antivenin (Micrurus Fulvius)(Equine) Powder for solution for injection,
Antivenin,"Crotalidae Antivenin, Polyvalent (Equine) Powder for solution for injection, Horse Serum (Equine)",
Antivert,Meclizine Hydrochloride,
Antizol,Fomepizole,
Anturane,Sulfinpyrazone,
Anu-Med Supp,Phenylephrine Hydrochloride,
Anucort-HC,Hydrocortisone Acetate,
Anumed-HC,Hydrocortisone Acetate,
Anusol HC,Hydrocortisone,
Anusol HC,Hydrocortisone Acetate,
ANX,Hydroxyzine Hydrochloride,
Anxiety Dissolve Globules,Silver Nitrate,
Anzemet,Dolasetron Mesylate Monohydrate,
AP-HIST DM Liquid,Brompheniramine Maleate,
AP-Zel Tablet,Niacinamide,
Apadaz,Benzhydrocodone,
APAP,Acetaminophen,
APAP ES,Acetaminophen,
APAP PM,Acetaminophen,
APAP PM ES Caplet,Acetaminophen,
APAP/ASA/Caffeine ES Tablet,Acetaminophen,
APAP/Caff/Dihydrocod Bit Cap,Acetaminophen,
APAP/Caff/Dihydrocodeine Tab,Acetaminophen,
APAP/Cod,Acetaminophen,
APAP/Codeine,Acetaminophen,
APAP/CPM,Acetaminophen,
APAP/Diphenhydram,Acetaminophen,
APAP/PSE,Acetaminophen,
APAP/PSE,Pseudoephedrine Hydrochloride,
APAP/Tramadol,Tramadol Hydrochloride,
Apatate with Fluoride Solution,Fluoride,
Apexicon,Diflorasone Diacetate,
Apexicon E,Diflorasone Diacetate,
APF,Acidulated Phosphate Fluoride,
Aphrodyne,Yohimbine Hydrochloride,
Aphthasol,Amlexanox,
Apidra,Insulin Glulisine,
Apidra SoloStar,Insulin Glulisine,
Aplenzin,Bupropion Hydrobromide,
Aplisol,Tuberculin Purified Protein Derivative,
Apokyn,Apomorphine Hydrochloride,
Apomorphine Hydrochloride USP,Apomorphine Hydrochloride Bulk powder,
Appbutamone Convenience Pack,Bupropion Hydrochloride,
Appbutamone-D Convenience Pack,Bupropion Hydrochloride,
Appearex,Biotin,
Appetite Control Tablet,Chromium Picolinate,
Appformin Convenience Pack,Metformin Hydrochloride,
Appformin-D Convenience Pack,Metformin Hydrochloride,
Apple Cider Vinegar,Calcium,
Apple Cider Vinegar,Cider Vinegar,
Apple Cider Vinegar Capsule,Cider Vinegar,
Apple Cider Vinegar Plus Tab,Chromium,
Apple Cider Vinegar Tablet,Apple pectin,
Apple Cider Vinegar Tablet,Calcium,
Apple Flavor for Compounding,Compounding Flavor,
AppTrim Capsule,"Tyrosine, Glutamic Acid, Histidine, Whey Protein Concentrates, Serine, Cocoa,",
AppTrim Capsule,"Tyrosine, Glutamic Acid, Whey Protein Concentrates, Histidine, Serine, Choline Bitartrate, Caffeine",
AppTrim-D Cap,"Glutamic Acid, Choline Bitartrate, Tyrosine, Serine, Histidine, Whey Protein Concentrates, Cocoa",
AppTrim-D Cap,"Tyrosine, Glutamic Acid, Histidine, Whey Protein Concentrates, Serine, Cocoa,",
Apra,Acetaminophen,
Apraclonidine,Apraclonidine Hydrochloride,
Aprepitant,Aprepitant,
Apresazide,Hydralazine Hydrochloride,
Apri,Desogestrel,
Apriso,Mesalamine,
Aprodine,Pseudoephedrine Hydrochloride,
Aptensio XR,Methylphenidate Hydrochloride,
Aptiom,Eslicarbazepine acetate,
Aptivus,Tipranavir,
AQUA GLYCOLIC HC,Hydrocortisone,
Aquabase Topical Oint,"ceresin, Cholesterol, Lanolin Alcohol, Mineral Oil, Petrolatum Topical ointment",
Aquabid DM,Dextromethorphan Hydrobromide,
Aquachloral,Chloral Hydrate,
AquADEKs Chewable Tablet,Vitamin A,
AquADEKs Chewable Tablet,Vitamin A (Beta-Carotene),
AquADEKs Pediatric Drops,Biotin,
AquADEKs Softgel,Biotin,
Aquamephyton,Vitamin K (Phytonadione),
Aquanaz Tablet,Dextromethorphan Hydrobromide,
Aquaphor,Zinc Oxide,
Aquaphor Adv Therapy,Petrolatum,
Aquaphor Diaper Rash,Zinc Oxide,
Aquasol A,Vitamin A (Palmitate),
Aquasol E,Vitamin E,
Aquatab C ER Tablet,Dextromethorphan Hydrobromide,
Aquatab C Tablet,Carbetapentane Citrate,
Aquatab C Tablet,Dextromethorphan Hydrobromide,
Aquatab D,Guaifenesin,
Aquatab DM,Dextromethorphan Hydrobromide,
Aquatab DM Syrup,Dextromethorphan Hydrobromide,
Aquatensen,Methyclothiazide,
Aquavite-E Drops,Vitamin E,
Aqueous Vitamin E Drops,Vitamin E,
Aquoral Spray,Triester Glycerol Oxide Oromucosal spray,
Arakoda,Tafenoquine,
Aralast,Alpha-1-Proteinase Inhibitor (Human) Lyophilisate for solution for injection with,
Aralast NP,Alpha-1-Proteinase Inhibitor (Human) Lyophilisate for solution for injection with,
Aralen,Chloroquine Hydrochloride,
Aralen,Chloroquine Phosphate,
Aramine,Metaraminol Bitartrate,
Aranelle,Ethinyl Estradiol,
Aranesp,Darbepoetin Alfa (Hamster),
Aranesp,Darbepoetin Alfa (Hamster),
Arava,Leflunomide,
Arbinoxa,Carbinoxamine Maleate,
Arcalyst,Rilonacept,
Arcapta Powder for Inhalation,Indacaterol maleate,
Arcet,Butalbital,
Arctic Relief Topical Gel,Menthol,
Aredia,Pamidronate Disodium,
Arestin,Minocycline Hydrochloride,
Argatroban,Argatroban,
Argesic-SA,Salsalate,
Arginaid Pwd for Soln Orange,Vitamin C (Sodium Ascorbate),
Arginine,Arginine,
Arginine,Arginine Bulk powder,
Arginine,Arginine Bulk powder,
Arginine,Arginine Hydrochloride Bulk powder,
Arginine EASY Tablet,L-Arginine,
Arginine Hydrochloride USP,Arginine Hydrochloride Bulk powder,
Arginine USP,Arginine Bulk powder,
Aricept,Donepezil Hydrochloride,
Aricept ODT,Donepezil Hydrochloride,
Arida Topical Gel,Topical Gel,
Aridex Pediatric Drops,Carbetapentane Citrate,
Aridex-D Pediatric Drops,Carbinoxamine Maleate,
Aridol Bronchial Test Kit,Mannitol,
ARIKAYCE,Amikacin,
Arimidex,Anastrozole,
Aripiprazole,Aripiprazole,
Aristada,Aripiprazole lauroxil,
Aristada Initio,Aripiprazole lauroxil,
Aristo-Pak,Triamcinolone,
Aristocort,Triamcinolone,
Aristocort,Triamcinolone Acetonide,
Aristocort,Triamcinolone Diacetate,
Aristocort A,Triamcinolone Acetonide,
Aristocort Forte,Triamcinolone Diacetate,
Aristocort HP,Triamcinolone Acetonide,
Aristospan,Triamcinolone Hexacetonide,
Aristospan Susp for Inj,Triamcinolone Hexacetonide,
Arixtra,Fondaparinux Sodium,
Arlacel,Polyoxyethylene Stearates Bulk powder,
Arlasilk Phospholipid PLN,Compounding Base,
Arm BP Monitor System,"Blood Pressure Monitor, Pressure Cuff",
Arm Manual BP Monitor,"Pressure Cuff, Stethoscope",
Armodafinil,Armodafinil,
ArmonAir RespiClick,Fluticasone Propionate,
Armour Thyroid,Levothyroxine,
Arnica Active ODT,Arnica montana,
Arnica Active Topical Spray,Arnica montana,
Arnica Flower Tincture for Cmp,Arnica montana radix Bulk liquid,
Arnica LG for Compounding,Arnica montana radix Bulk liquid,
Arnica Tincture Top Soln,Arnica montana radix,
ARNUITY ELLIPTA,Fluticasone Furoate,
Aromasin,Exemestane,
Arranon,Nelarabine,
Arsenic,Arsenic Trioxide,
Arsenic Trioxide for Cmpd,Arsenic Trioxide Bulk powder,
Artane,Trihexyphenidyl Hydrochloride,
Arthricare for Women Night Crm,Menthol,
Arthricare Multi-Action Cream,Capsaicin,
Arthricare Wmn Ex Moist Cream,Capsaicin,
Arthricare Wmn Silky Dry Cream,Capsaicin,
Arthricare Wmn Ult/Str Cream,Capsaicin,
Arthricare Women,Capsaicin,
Arthricream Rub w/Aloe Cream,Trolamine Salicylate,
Arthritic Pain,Trolamine Salicylate,
Arthritis Cream with Aloe,Trolamine Salicylate,
Arthritis Hand/Wrist Heatwrap,"Heat Wrap Pad, Heat Wrap Reusable",
Arthritis Hot Pain Top Cream,Menthol,
Arthritis Pain,Acetaminophen,
Arthritis Pain,Capsaicin,
Arthritis Pain,Histamine dihydrochloride,
Arthritis Pain ER Caplet,Acetaminophen,
Arthritis Pain Med Cream,Trolamine Salicylate,
Arthritis Pain Rel ER Tab,Acetaminophen,
Arthritis Pain Relief Cream,Capsaicin,
Arthritis Pain Relief ER Tab,Acetaminophen,
Arthritis Pain Reliever ER Tab,Acetaminophen,
Arthritis Pain Rub with Aloe,Trolamine Salicylate,
Arthritis with Aloe,Trolamine Salicylate,
Arthritis Wonder,Menthol,
Arthritis/Muscle Pain Rel Sol,Trolamine Salicylate,
Arthrotec,Diclofenac Sodium,
Arthur Itis Topical Cream,Capsaicin,
Artificial Tears Eye Drops,Dextran,
Artificial Tears Eye Drops,Glycerin,
Artificial Tears Eye Drops,Polyvinyl Alcohol,
Artificial Tears Ophth Drops,Polyvinyl Alcohol,
Artificial Tears Ophth Oint,Mineral Oil,
Artificial Tears Ophth Soln,Glycerin,
Artificial Tears Ophth Soln,Polyethylene Glycol,
Artificial Tears Ophth Soln,Polyvinyl Alcohol,
ARTISS Fibrin Seal Top Sol,Fibrinogen human,
Arymo ER,Morphine Sulfate,
Arze-Ject-A Kit,Triamcinolone Acetonide,
Arzerra,Ofatumumab,
ASA/Caf/Dihydrocodeine Capsule,Aspirin,
ASA/Caffeine,Aspirin,
ASA/ER Dipyrid,Aspirin,
ASA/Methocarb,Methocarbamol,
ASA/Omepraz,Aspirin,
Asacol,Mesalamine,
Asacol HD,Mesalamine,
Ascensia Autodisc Test Strip,Glucose Meter Test Strips,
Ascensia Breeze System,"Glucose Meter, Lancet, Lancet Device",
Ascensia Contour System,"Glucose Meter, Glucose Meter Control Solution, Lancet, Lancet Device",
Ascensia Contour Test Strip,Glucose Meter Test Strips,
Ascensia Dex,"Glucose Meter, Glucose Meter Control Solution, Glucose Meter Test Strips, Lancet, Lancet Device",
Ascensia Elite Test Strip,Glucose Meter Test Strips,
Ascensia Microlet Lancet,Lancet,
Ascent,Tissue matrix,
Ascomp with Codeine Capsule,Butalbital,
Ascor L-500,Vitamin C (Ascorbic Acid),
Ascorbic Acid,Vitamin C,
Ascorbic Acid,Vitamin C (Ascorbic Acid),
Ascorbic Acid Granular USP,Vitamin C (Ascorbic Acid) Bulk powder,
Ascorbic Acid Powder USP,Vitamin C (Ascorbic Acid) Bulk powder,
Ascorbic Acid Powder USP/NF,Vitamin C (Ascorbic Acid) Bulk powder,
Ascorbic Acid Pwd for Soln,Vitamin C (Ascorbic Acid) Powder for oral solution,
Ascorbic Acid USP,Vitamin C (Ascorbic Acid) Bulk powder,
Ascorbic Acid USP,Vitamin C (Ascorbic Acid) Bulk powder,
Ascorbyl Palmitate FCC,Ascorbyl Palmitate Bulk powder,
Ascorbyl Palmitate NF,Ascorbyl Palmitate Bulk powder,
Ascriptin,Aluminum Hydroxide,
Ashlyna Tablet,Ethinyl Estradiol,
AsmalPred Plus,Prednisolone Sodium Phosphate,
Asmanex,Mometasone Furoate,
Asmanex HFA,Mometasone Furoate,
ASP,Acetaminophen,
Asparagine FCC Mono for Cmp,Asparagine Bulk powder,
ASPARLAS,Calaspargase Pegol,
Aspartame,Aspartame Bulk powder,
Aspartame NF,Aspartame Bulk powder,
Aspartame NF FCC for Cmpding,Aspartame Bulk powder,
Aspartame NF for Compounding,Aspartame Bulk powder,
Aspartame Powder NF,Aspartame Bulk powder,
Aspartic Acid,Aspartic Acid Bulk powder,
Aspartic Acid,Aspartic Acid Bulk powder,
Aspartic Acid Dihydrate,Magnesium aspartate Bulk powder,
Aspartic Acid Potassium Salt,Potassium aspartate Bulk powder,
Asper-Flex,Trolamine Salicylate,
Aspercreme,Trolamine Salicylate,
Aspercreme Heat Topical Gel,Menthol,
Aspercreme Lidocaine,Lidocaine,
Aspercreme Lidocaine,Lidocaine Hydrochloride,
Aspergum,Aspirin,
Aspir-Low,Aspirin,
Aspir-Mox IB Caplet,Aluminum Hydroxide,
Aspir-Mox Tablet,Aluminum Hydroxide,
Aspir-Trin,Aspirin,
Aspircaf,Aspirin,
Aspirin,Aspirin,
Aspirin Adult,Aspirin,
Aspirin Low Dose,Aspirin,
Aspirin plus Antacid Tablet,Aluminum Hydroxide,
Aspirin Sugar Free,Aspirin,
Aspirin USP,Aspirin Bulk powder,
Aspirin/Codeine,Aspirin,
Aspirtab,Aspirin,
Assorted Citrus Vitamin C Drop,Vitamin C,
Asst Citrus Vit C Pops Lozenge,Vitamin C,
Asst Citrus Vitamin C SF Drop,Vitamin C,
Assure Glucose Test Strip,Glucose Meter Test Strips,
Assure Lance Safety Lancet,Lancet,
Astagraf XL,Tacrolimus,
AstaMed MYO Softgel,Astaxanthin,
Astaxanthin,Astaxanthin,
Astech Peak Flow Meter,"Peak Flow Meter, Mechanical",
Astelin,Azelastine Hydrochloride,
Astepro,Azelastine,
Astero,Lidocaine Hydrochloride,
AsthmaCheck Peak Flow Meter,"Peak Flow Meter, Mechanical",
AsthmaMentor Peak Flow Meter,"Peak Flow Meter, Mechanical",
Asthmanefrin,Racepinephrine Hydrochloride,
AsthmaPACK I Asthma Care Kit,"Inhalation Chamber, Valved, Peak Flow Meter, Mechanical",
AsthmaPACK II Asthma Care Kit,"Inhalation Chamber, Valved, Peak Flow Meter, Mechanical",
AsthmaPACK III Asthma Care Kit,"Inhalation Chamber, Valved, Peak Flow Meter, Mechanical",
Astramorph PF,Morphine Sulfate,
