url_md5,url,significant_terms,matched_kw_from_content,matched_kw_from_urls,content,status,created_on,last_updated_on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83402becba3f80ff08fbb1213159f1f4,https://journals-sagepub-com.library.capella.edu/doi/full/10.1177/0894318419845396,,,,,P,11-02-2024 19:10,11-02-2024 23:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305cc5b0ee29f106fa075eca8b08a81,https://www.theepochtimes.com/world/we-can-rip-up-the-eu-rule-book-pm-johnson-tells-uk-voters-3169535,Brexit|Johnson|EU rule book|EU|Labour,heart,johnson|eu rule book,LONDON—Prime Minister Boris Johnson will bolster his argument on Dec. 10 for leaving the European Union early next year,,,,” he will say on a campaign trip to Staffordshire in central England, according to excerpts of his speech.\n\n“We can literally rip up the EU rule book and write a new one for ourselves ... We can do all this and so much more if we regain our independence—we just need to vote for it, one more time, this Thursday.”\n\nOpinion polls put Johnson in the lead before the Dec. 12 vote, but some have shown Labour is catching up, and with so many Britons still undecided, the result is hard to predict.\n\nJohnson’s team hopes to break the opposition party’s hold on voters in regions of northern and central England, the country’s so-called red-wall, who have, sometimes for generations, rejected his party’s overtures.\n\nThe Conservative message is a simple appeal to those Labour supporters who backed Brexit—only Johnson will get it done. Labour says even if Britain leaves at the current deadline of Jan. 31, that would only mean the beginning of what could be lengthy new trade talks with both the EU and other countries.\n\n“The stalemate in parliament has held this country back for too long,"” Johnson will say. “It’s time to send in the bulldozers and smash through the gridlock.”	P	2024-02-11 19:10:33	2024-02-11 22:49:44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82e84618f6e535532d6f97839a82123f,https://translated.turbopages.org/proxy_u/en-ru.ru.e1515d25-65c9550d-29f09dbc-74722d776562/https/www.stylecraze.com/articles/serious-side-effects-of-prunes/,prunes|side effects|sugar|prune juice|fruits,Calcium|Fructose|Boron|iron|Potassium|sorbitol|Glucose|blood|constipation|diabetes|digestion|ibs|medications|mental-health|pain,prunes|side effects,Many of the side effects of prunes may cause you to think twice before overconsuming this natural laxative. These cousins of the plum typically come in dried form. You can use these fruits in sweet and savory dishes like stews,,,, and medications also determine how intake of prunes can affect you. Here are a few side effects of eating prunes:\n\nPrunes contain a high concentration of acrylamide, which is considered a carcinogen and a neurotoxin (1). Acrylamide is not naturally found in normal food, except when it is cooked at temperatures above 100° C.\n\nAccording to Food and Agriculture Organization, the amount of acrylamide required to cause neuropathic harm is about 500 times the daily dietary intake. So, consuming prunes is relatively safe. However, the carcinogenicity is a concern as prunes were found to be highly carcinogenic to the animals that were tested in labs.\n\nIf you have ever wondered ‘Do prunes make you poop?’ They do. If consumed in excess, the insoluble fiber in prunes can cause or worsen diarrhea. This is why you need to avoid them when you have diarrhea (2). There have also been certain cases of people who had experienced diarrhea post the ingestion of prunes and prune juice (3). But why do prunes make you poop and worsen diarrhea? This can be attributed to the laxative property of prunes. They are natural laxatives as they contain a laxative compound called sorbitol. So, an unregulated dose or having too many of these fruits can easily lead to diarrhea, electrolyte imbalance or even an allergic reaction.\n\nSome sources also talk about the dietary fructose intolerance found in many individuals, which can also lead to abdominal pain and diarrhea. Prunes contain high amounts of sugar, which might trigger such a problem.\n\nOne serving of 6 uncooked prunes contains 137 calories and 22 grams of sugar. That sure is a little on the higher end. And a one-cup serving of prune juice contains about 185 calories. Some believe that the fiber in prunes can promote satiety and possibly help with weight loss. However, taking them in excess can have the opposite effect.\n\nPrunes also have a high glycemic load (how much any particular food will raise a person’s glucose levels post consumption) (4). This means overconsuming prunes can elevate your blood sugar levels more than most other fruits.\n\nPrunes are nutritious and can be beneficial for digestion and weight loss. However, excess consumption of prunes may result in gastrointestinal issues. They contain complex carbohydrates and sugars that do not completely break down in the digestive tract (5). So, when the sugars reach the colon, the bacteria start feeding on these undigested carbohydrates.\n\nThese bacteria are responsible for intestinal gas and bloating. This can also lead to farting. You can take alpha-D-galactosidase before eating prunes as it reduces intestinal gas by breaking down the complex carbohydrates before they reach your gut.\n\nPrunes are mostly used as irritant laxatives. However, those who suffer from frequent constipation should not rely on prunes completely to clear their digestive system. This can lead to laxative dependency after a certain period of usage, which can aggravate the condition and cause nutrient deficiency among other complications (6).\n\n@Sectioned, a mental health blogger, explained how she found out about the laxative effect of prunes. She says, “Don’t take too many. Once, before I knew the laxative effect of prune juice, I drank a whole liter in one go. That’s how I know it works. Now, I just drink a glass (i).”\n\nPrunes are rich in iron and, like most iron-rich foods, can cause dark stools if taken in excess.\n\nPrunes are high in sugar and calories (7). While they can be a healthy snack option, their excessive consumption may lead to weight gain in pregnant women. However, limited data is available in this regard. They are also rich in dietary fiber and consuming them in excess may lead to several digestive issues. While pregnant women are sensitive to changes in their digestive system, it is important to eat prunes in moderation to prevent these issues.\n\nIn addition, prunes have a moderate glycemic index that may cause a gradual increase in blood sugar levels (8). Hence, it is essential to monitor the intake of prunes, especially if you are a pregnant woman with gestational diabetes or are at high risk of developing it.\n\nPrunes have their own set of side effects, but you can still consume them in moderation. Also, consult your doctor if you experience any side effects from eating prunes.\n\n“Yes. Since prunes are rich in soluble fiber content, this slows down the absorption of the natural sugar they contain. They are low-glycemic fruits, perfect for people with diabetes. But it’s essential to note that quantity is important. If someone with diabetes eats too many prunes, their sugar intake may be too high. So, two to three prunes per day is a good serving size for people with diabetes,” says Eva De Angelis, Dietitian Nutritionist.\n\nEva De Angelis says, “It depends. While some foods have been linked to acid reflux, the effects can be different for different people. And this also applies to prunes. For some, this dried fruit can be a healthy choice and even make them feel better. Yet, for others, prunes can lead to acid reflux.”\n\n“No. Prunes made just from plums, with no added sugar, are nourishing and rich in fiber, calcium, boron, and potassium, all essential minerals for bone health. A serving size of 5 to 6 prunes per day is a good amount. Yet, like any dried fruit, they are high in natural sugars, so eating too much can be detrimental.” says Eva.\n\nWhat happens if you eat prunes every day?\n\nPrunes are loaded with many beneficial nutrients. However, eating them in excess may cause diarrhea.\n\nPrunes contain sorbitol, which is hard to digest for some people. This may trigger stomach aches, bloating, and mild nausea.\n\nEva De Angelis says, “This greatly depends on each individual and on the type of IBS they have. For example, if you have IBS with mostly constipation, prunes can act as a natural laxative due to their high fiber content. But if you experience IBS with mostly diarrhea," they are not the best choice.”\n\nDiscover the potential side effects of eating too many prunes. Watch the video below to know how this delicious fruit can affect your health and well-being.	P	2024-02-11 19:10:33	2024-02-11 21:49:44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824a4b2ddcee3e0fe8082769108d4f39,https://journals-sagepub-com.proxy.bib.uottawa.ca/doi/full/10.5301/hipint.5000286,,,,,P,11-02-2024 19:10,11-02-2024 21:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81ea4c7673e41d4115e8ac762c26973d,https://www.ratemds.com/doctor-ratings/3465512/JENNIFER+J.-WEST-WHITLEY+CITY-KY.html/,,,,,P,11-02-2024 19:10,11-02-2024 19:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f479ff84554418f4857bc872776df01,https://journals.sagepub.com/doi/10.1177/153857447100500102,,,,,P,11-02-2024 19:10,11-02-2024 19:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ce47f97e8cb417d2942022e56e67914,https://www.theepochtimes.com/article/ios-8-battery-wifi-apps-crashing-panned-is-there-a-fix-977937,users|Mbps download|iOS|battery life|Twitter,,ios,A number of users have complained that after downloading iOS 8 last week,,,,” wrote another user.\n\n“iOS 8 drains my battery much faster and the phone gets hot all the time. Very annoying,"” wrote another user.	P	2024-02-11 19:10:33	2024-02-11 20:47:24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78c45ad65c188845d5686f825fbd0dde,https://journals.sagepub.com/doi/abs/10.1177/006947709503300112,,,,,P,11-02-2024 19:10,11-02-2024 19:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774efeca35845c21d300a285b2c91de3,https://journals-sagepub-com.ezproxy.uniminuto.edu/doi/full/10.1177/1559827620960625,,,,,P,11-02-2024 19:10,11-02-2024 19:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749aaa39e1b579e72cf0716256c9fc32,https://www.theepochtimes.com./health/updated-covid-vaccines-dont-add-protection-for-already-vaccinated-and-infected-study-5579122,infection|bivalent vaccines|researchers|percent protection,,,Updated COVID-19 vaccines did not confer any protection upon people who were already vaccinated and had a history of infection,,,, told The Epoch Times via email.\n\nIn vaccinated people without prior infection, the study estimated a bivalent booster added 18.6 percent protection against infection.\n\nWhen stratifying by time among the entire study population, researchers estimated a bivalent booster initially added 0.6 percent protection. The added protection peaked at 26.5 percent protection and dropped to 21.7 percent protection after 34 days.\n\nLimitations of the paper included not examining the long-term protection from the bivalent vaccines. Funding came from the Japan Agency for Medical Research and Development and the Japan Society for the Promotion of Science. Authors declared no conflicts of interest.\n\nThe bivalent vaccines were available in the United States, Japan, and some other countries from the fall of 2022 to the fall of 2023. They were introduced, without clinical trial data, because the original vaccines stopped performing as well against emerging variants of the virus that causes COVID-19.\n\nThe shots were widely recommended in the United States.\n\nThe bivalent vaccines have since been replaced by new monovalent shots that target the XBB.1.5 virus subvariant, although that strain has since been displaced in many places.\n\nIn Japan, the new shots are available to the population but authorities are only recommending them to the elderly and people with underlying health problems.\n\nIn the United States, officials recommend the new shots for virtually every person aged 6 months or older, regardless of whether they’ve been infected before. Just 22 percent of adults and 11 percent of children have received one of the new shots, according to the U. S. Centers for Disease Control and Prevention (CDC).\n\n“We do need nuance in our vaccine recommendations—vaccination has less benefit in younger people, those generally healthy, and in those recovered from infection,” said Dr. Klausner, who was not involved in the research. “Vaccine efforts should be targeted to those most at risk of complications and severe disease like the elderly, those with chronic medical conditions or immunocompromise or in either of those groups without prior infection.”\n\nAmong vaccinated people who did not have prior infection, protection for both versions was estimated to be about 35 percent.\n\n“The BA.1-based bivalent vaccine was effective only in individuals without prior SARS-CoV-2 infection,” the researchers said.\n\nThe study’s limitations included a lack of stratification by vaccine manufacturer, funding came from the Korea University College of Medicine, and no disclosures were listed.\n\nThe researchers examined records of adults aged 60 or older who experienced severe acute respiratory infection between February and August 2023. They estimated vaccine effectiveness started at 80 percent against the infection but dropped to 0 percent beyond 269 days.\n\nThe researchers did not adjust for prior infection," a fact they listed as one of the limitations of the paper. Funding came from the European Centre for Disease Prevention and Control. Declared conflicts included sponsorship from Pfizer for one author and payments from Pfizer for another.	P	2024-02-11 19:10:33	2024-02-11 22:43:43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73020459f491bb1b99a49b309f9c29fe,https://www.dailystrength.org/user/profile/2205351,three stim tests|stim test|first one lab test|breast explant surgery|October stim,surgery|test,,Hi all.  In 2016 I had breast explant surgery and after the surgery my world just got worse and worse felt like I was going to die. I continued to get worse and worse. I had three stim tests done first one lab test clearly didn't pass was put on HC steroid was on it for over a year then was taken back off of it by new endocrine in November after she did stim test.  Other two before that I was told I passed oddly enough. However my cortisol was low etc. These were my results from October stim...,P,11-02-2024 19:10,11-02-2024 21:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727d7d16026d0828d17effd09b0b720c,https://api.theepochtimes.com/bright/design-recipes-curb-appeal-5584996,First impressions,,,When it comes to a home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Home exterior\n\nLandscaping can be expensive. As a result,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71eba0f95cb97d72f000692dd8ddf8e6,https://journals.sagepub.com/doi/10.1177/1753944717698925#bibr23-1753944717698925,,,,,P,11-02-2024 19:10,11-02-2024 19:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71c565fc4708e0997d5074cbc1538315,https://www.theepochtimes.com/article/markets-sideways-with-end-of-week-event-risks-in-focus-ftse-100-approaches-major-resistance-815534,week|percent|market estimates|releases|Greek equity markets|point|resistance|levels,,week|resistance,Most of the major stock indices across the globe finished last week higher,,,, Siemens, Conoco Phillips, Johnson & Johnson and Proctor & Gamble.  Since Apple tends to get most of the popular headlines, this release will likely cause a great deal of short term volatility, especially given the latest release of the iPhone 4S during the 2011 Christmas season.\n\nAnother potential event risk will be seen this week with President Obama’s State of the Union speech.  Generally, this event doesn’t do much to move markets but given the current economic climate and the budding election season in the US, there is potential here for a market-worthy surprise.  Later in the week, we will also have the next Federal Reserve meeting and Ben Bernanke press conference and this will all be concluded on Friday when we will see the first release of US GDP figures for the fourth quarter of 2011.  Market estimates are for this number to come in at roughly 3 percent on a quarterly basis.\n\nThe GBP/USD is continuing its impressive hourly rally but we are starting to see some signals suggesting that a turning point is nearby.  The MACD reading is rolling back over after hitting the zero line and there is a confluence of resistance levels that will likely hold, at least on first test.  The main areas to watch are the 50% Fibonacci retracement of the declines from 1.6160, as this coincides with the 100 day EMA and the daily downtrend line.  We look to sell at current levels, with a stop above this resistance targeting a test of the lows at 1.5330.\n\nThe FTSE 100 is continuing its slow ascent higher but is coming dangerously close to major historical resistance at 5760.  We have been watching this level for a while as it represents the top made last October and the previous breakdown point seen in July.  This lends to the argument for establishing short positions with stops above 5790, targeting a move at least 200 points lower.  An upside break here, however," would be a very bullish signal longer term.	P	2024-02-11 19:10:33	2024-02-11 20:42:47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706d57809f4d4f32e4d057100ae39e3f,https://journals.sagepub.com/doi/10.1177/096032719301200614#abstract,,,,,P,11-02-2024 19:10,11-02-2024 19:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fdf395bc9a21a62251cc6a22277d3a8,https://admin4.theepochtimes.com/health/a-torn-knee-ligament-can-heal-without-surgery-study-shows-5570022,,,,,P,11-02-2024 19:10,11-02-2024 22:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
